0,CombatZoneResize,241,226,406,391,TLResume
0,HeartTeleport,320,304,,,
0,HeartMode,0,,,,
0,TLPause,,,,,
0,BoneStab,0,35,0.3,8,
0,BoneStab,1,35,0.3,8,
0,BoneStab,2,35,0.3,8,
0,BoneStab,3,35,0.3,8,
1,GasterBlaster,0,191,176,191,176,45,0.1,0.25
0,GasterBlaster,0,451,176,451,176,135,0.1,0.25
0,GasterBlaster,0,451,436,451,436,225,0.1,0.25
0,GasterBlaster,0,191,436,191,436,315,0.1,0.25
1,GasterBlaster,2,0,0,191,246,0,0,0.25
0,GasterBlaster,2,0,0,259,166,90,0,0.25
0,GasterBlaster,2,0,0,449,366,180,0,0.25
0,GasterBlaster,2,0,0,379,446,270,0,0.25
1,GasterBlaster,0,191,176,191,176,45,0.1,0.25
0,GasterBlaster,0,451,176,451,176,135,0.1,0.25
0,GasterBlaster,0,451,436,451,436,225,0.1,0.25
0,GasterBlaster,0,191,436,191,436,315,01.,0.25
1,GasterBlaster,2,0,0,191,246,0,0,0.25
0,GasterBlaster,2,0,0,259,166,90,0,0.25
0,GasterBlaster,2,0,0,449,366,180,0,0.25
0,GasterBlaster,2,0,0,379,446,270,0,0.25
1,GasterBlaster,0,191,176,191,176,45,0.1,0.25
0,GasterBlaster,0,451,176,451,176,135,0.1,0.25
0,GasterBlaster,0,451,436,451,436,225,0.1,0.25
0,GasterBlaster,0,191,436,191,436,315,0.1,0.25
1,GasterBlaster,2,0,0,191,246,0,0,0.25
0,GasterBlaster,2,0,0,259,166,90,0,0.25
0,GasterBlaster,2,0,0,449,366,180,0,0.25
0,GasterBlaster,2,0,0,379,446,270,0,0.25
1,GasterBlaster,0,191,176,191,176,45,0,0.25
0,GasterBlaster,0,451,176,451,176,135,0,0.25
0,GasterBlaster,0,451,436,451,436,225,0,0.25
0,GasterBlaster,0,191,436,191,436,315,0,0.25
1,GasterBlaster,2,0,0,191,246,0,0,0.25
0,GasterBlaster,2,0,0,259,166,90,0,0.25
0,GasterBlaster,2,0,0,449,366,180,0,0.25
0,GasterBlaster,2,0,0,379,446,270,0,0.25
1,GasterBlaster,1,191,176,191,176,45,0.1,0.25
0,GasterBlaster,1,451,176,451,176,135,0.1,0.25
0,GasterBlaster,1,451,436,451,436,225,0.1,0.25
0,GasterBlaster,1,191,436,191,436,315,0.1,0.25
2,EndAttack,,,,,
